name,place_id,opening_hours,photos,rating,user_ratings_total,geometry,price_level,types,price_range
Macha macha basantapur,ChIJ-RnP8Q4Z6zkRWF1XlvkiT0g,{'open_now': True},,2.0,1.0,"{'location': {'lat': 27.7052404, 'lng': 85.3036479}, 'viewport': {'northeast': {'lat': 27.70649428029151, 'lng': 85.30502608029151}, 'southwest': {'lat': 27.7037963197085, 'lng': 85.3023281197085}}}",,"['indian', 'thakali', 'pizza', 'newari', 'noodles']",Mid (Rs. 301–700)
Star Newari Khaja Ghar,ChIJY99shhUZ6zkRvIIazo9Mep8,{'open_now': True},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106896850480967236551"">Sonam Pandey</a>'], 'photo_reference': 'AeeoHcITs9RjKMXoUD0GQnYVlmlpR6bmpCWCUpBXO-Qq0DFFUUvb5ibeG68zg26qxhRnIlx-sLGSrluCmKEbeYMV188KKetbJULyrJdWs4EDMzpwqggnsh9RVx3yYu8QPgxTB29TXuYrsa1HVdeVh2gCQ4iQGTCNQQJ83HvgtFHNfzB46KlHK1YuxLOXQ8XSOE-KATeZuU8IJKAShYW4MrJGuY2VEZ82ZQITW-6uXGRkPv3HdE3id3dPHt742CfPhjjjzS-Ah0NDOq5QGaXwE3UXOIsITi5lgxMFrrAe1JZLPx9ND8BskEoPGegKfMGeixJ2roVNmOIeIp1wEpFngmWu3hoRm2umsoVxZ-bjKTIfIbuauk19pDmk0anawu7eFsPC-qC950ynLWcnuRLL2iuAhv9ONUHDOs_VpLQrH5U96MjZVTlHb9AJBgauFe7pIndcFKHFe_OfCX0mAFKPmVkynB6iXus1A5L5wFJbmhbIoM4y-oKyQPda5ZRyvmAtqLcNegWKHy02_nczyMHH96BV0MIJN9GWa5sYtAx3ySXeCi90jVcMf6PI2973H7b_CwIgJKGZmTkh0anwgE2yItqD2igFBQMssm_RcKGYAxjtY6RXMsnBKqrOCOQWd5gvhEB6nW7o0A', 'width': 1080}]",5.0,2.0,"{'location': {'lat': 27.7082265, 'lng': 85.3003377}, 'viewport': {'northeast': {'lat': 27.7095811302915, 'lng': 85.3017023802915}, 'southwest': {'lat': 27.70688316970849, 'lng': 85.2990044197085}}}",,"['indian', 'coffee', 'momo', 'pizza', 'newari']",Mid (Rs. 301–700)
Bismillah Hotel,ChIJ3Q41_z4Z6zkRB8KMyO-80rk,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118203044081057938363"">Samika Shrestha</a>'], 'photo_reference': 'AeeoHcIp18GSoMsV7ozhKCB1mvLjFao9UN6XYoUGlVXBWVEdQPt2ebszMc-9ObzVY43DcQjfL1qA4fFSs13heYkLFdDt7M9UATr0on4SdAfJLb5BLLWnQ1zAV7C7yhbsn-hOYe5fslhYB_KxUSoa3F8kFBWEM_XTclVJv3ssKqgqrskDEXDqStzQqesfUz2cmrluo0w8rZDGe47zUc3iHUKwDJmMeqTpTRVl2owkcj1kd92lrUzsOQbBCIzjUpqmhNsm06EuiBnvDn0Ji-6YicOXWTtbit6aafL8zgeeJcQTE5mfG7Uo-tQJEn6Ug4TVQUpxwdveiaou-XJzeAHGIviyVt6ffr89Wbq-kqqMCBcnPSFlAHaeqlE4YoIi1f4UT7Z7iY4GJzqotD3juXYfUDVZr2YOxiio5YgIhKAH3uw5Kp4Iepm4MHi_NIFTuFyyoWGEQfjQzoXTdfQvQpJxm82kYfxHryC9ldB-Ygc77VSyXEzXSVBwgqcmcT6xjeiEIZubnAis8PB77YJKiftMjso67lleGfK3nmcmi7FHxhjn93BPJAWZPLhaMhVdsD8PEnewV2JnsTXLQnzPFNyoB9JbLAO4NfNebiii0pLy2Gl7XuyaJva1-wEcyEfWn725zFigADDEda_U', 'width': 3000}]",3.1,14.0,"{'location': {'lat': 27.7016755, 'lng': 85.3007918}, 'viewport': {'northeast': {'lat': 27.7030247802915, 'lng': 85.3021750302915}, 'southwest': {'lat': 27.7003268197085, 'lng': 85.29947706970849}}}",,"['indian', 'burger', 'pizza', 'sekuwa', 'noodles']",Mid (Rs. 301–700)
Crystal heart cafe,ChIJ26jvSwAZ6zkRtjQPlXiR9W4,{'open_now': False},"[{'height': 6936, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102020344838752720409"">Manish Magar</a>'], 'photo_reference': 'AeeoHcJARqQuuRTmiI06XTxuW8BKaEka1lB-bYnAQm90B58bu2mq08jASnHIQHOAccm8kLRhizPEOOSFWhFQgPCPfUG_5kMh_t9QgBuHYbhXJe6VQPpZshXVys2pXnKdpY-Qx7IUcZxxZFyNSwejYdPhiXBuE7LEH2vsBIfgep_HivIA_pWJZqR1P1CrNIERCyG2GsRP1ROLTb_nC-_IfiY9wALBnei5q4UAnOBtdIjjV4V_HlVLjADeKyTIaB1JYnbVy7wihmSv8imtsrg2VovSwk2DAuXtLlx0Ov0EeS0B-KDE4bfmNXKYFhWFIbdnD4SlWvShE9wQyxZB0sZJCSrsaOaUedZFBLfkQCRMFnfTZ83ejxmr9E13frgZJXI76x5Bs6n6j0PBaSkVVZyJvDLsGvgquMmqPfPxHbW35y98J2M6csUHTABZFZuIURuKCCdPa6adKxcRjCU3ngTwpWPpv7J5eifpmWyXeq74C4g1suk-guYiZe_Ymnem5LYv0wPScEFy5AahOP4qYUdvOAlYnKDUAO290_9m0j5IVAMukAuyF_FecBWBRBKNCudutzMMCEaSVgs6N1JSUWkV20X_YOWu4qFwIi7XOFlRuAr2v9vTfMaj257_tLupsZKjM8BsN782hA', 'width': 9248}]",5.0,3.0,"{'location': {'lat': 27.7014985, 'lng': 85.3001367}, 'viewport': {'northeast': {'lat': 27.7028932302915, 'lng': 85.3014821802915}, 'southwest': {'lat': 27.7001952697085, 'lng': 85.2987842197085}}}",,"['indian', 'coffee', 'momo', 'burger', 'pizza', 'newari', 'noodles']",Mid (Rs. 301–700)
Kavreli Khaja Centre,ChIJh-J_ePcY6zkRM7HgniMjEbs,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118187246701143188365"">Lalit Thapa</a>'], 'photo_reference': 'AeeoHcJfTHtH4qazjqvvDWnofVQtxg8cjWP4MsRkAuaS20onaBq2AoOZnbUTw3amye8Dgm61EqhDzwlxwuS3spLCNfCIUxHigCh92eTWQcZtaR9YzvUTN9Au0Lhg1MMyHM2ml6ZshooVZeFP3MqU7rWlV13RJM-HPn_0PDFmL2n_w46Mn6bNO3Kj_banGhrV7Rc2c0U5V6RKMogyfxk1Rzwpiq-b0ofuUntOsSu3LtfSNNzjLn_2slevb44WayQUhy4jilg52ifuh21BK9auevN0eJ5dB6HluZW6rXUdH977xbdNBFbJV_1wHlIwQifby8jDiKosazcXT2ET_Rda_L0fZsNdWIE3CNb6i87BAGZfSu1sG3mcH6x65SKi57PboowV4B6UW9hIVVuGk9N7sP0MbFRGGs-pVoEwaplZ056nmPSugbxT-hjUJt-RS1rKFRTviIijcaWp0ZGeDt8tRz0Z9lWmNgqU5Np78wiRrLObb8AkygCQy_uLTfOco54FasCaI1oUhLQJDTX2e5Qqz3OTHNDAQAkFpRnvTATwGqg1DhlJHW-qaCDkQ4fZ28xBnmOj2VrxMQSEvmVm_NnK5U1meqG2xhlSwwY4fR46FMsNbeR2dCjYjX9-4Xk8R6Rol4JBhgvZeA', 'width': 1920}]",5.0,1.0,"{'location': {'lat': 27.7077527, 'lng': 85.3028243}, 'viewport': {'northeast': {'lat': 27.7091120302915, 'lng': 85.3041273802915}, 'southwest': {'lat': 27.7064140697085, 'lng': 85.30142941970848}}}",,[],Mid (Rs. 301–700)
BPN Pizza House (Delivery Only),ChIJxWUMISQZ6zkR4eaL9Ao_jcc,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106579854011604473739"">BPN Pizza House (Delivery Only)</a>'], 'photo_reference': 'AeeoHcJTcHK5XLdP4PHyY3y8a1GUVPFrxiA62ecz4RfoOIi4lglToXJabB6RpLnDkxM8Pw05N0CRnfmyh3RO7yL7nsI-cguTjNl6U5wi-Lxuvjk4OrhPp7u7SZDKgJ2cuhIKRUbRmEB9FTCY41GJ8jcE14BOQvOtsOGxDG6Hy0z7FLADAqFqdhxlY8eyyL0wqz0VR7tJGrSnCEtI-MWY3X188uJ9rPNZJTpqDiZ7NmZki-ac709REmNKX21JWxf91ZlvGcjN_YMXfCo6VHc90nD5chs-LBt2GYdWJDUjIdy410TNCIAlqp1fMrsOeesVHE3IcIoBLBM0cb8', 'width': 4032}]",3.7,56.0,"{'location': {'lat': 27.7473638, 'lng': 85.3091529}, 'viewport': {'northeast': {'lat': 27.74868718029151, 'lng': 85.3104920302915}, 'southwest': {'lat': 27.7459892197085, 'lng': 85.30779406970849}}}",,"['pizza', 'thakali', 'coffee', 'indian']",Mid (Rs. 301–700)
Rolpa rukum खाजा घर(family restaurant),ChIJUU-GhPUZ6zkRh9STa6BWXRQ,{'open_now': True},"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104400710984460229415"">Rolpa rukum खाजा घर(family restaurant)</a>'], 'photo_reference': 'AeeoHcKdL9WRT-O0gngC_8Kix_2I6lWHRTt6cUdiTb8_zwhGUeH9x4ndQiNd6oP0B0WwX6H7mB9Bv3xsLCoHX16CmZTMoPy55SXxD4lIUwXcMWesjF5oQY6AIS8HJTw-9jBoGlJN3oSw-fX__aN4bbJVyxydblFjphSjprrE5zBVR-yQMVXnrkX-FdnLv2VDZFm1UxACLq3WlK7byRU0WwGJ8uNbghySMkLknQU3LEE5uwPRaqWLBeDMs1qnUP8SM-ZnCalR0NdD9G6ykIc0sP4IVpdGNR32d22th11ryArq6llBYjq6GVuekJXmsCSlJSEGTq2GBtUgIdo', 'width': 3096}]",4.2,6.0,"{'location': {'lat': 27.7351976, 'lng': 85.309584}, 'viewport': {'northeast': {'lat': 27.7365294802915, 'lng': 85.31092993029151}, 'southwest': {'lat': 27.7338315197085, 'lng': 85.30823196970849}}}",,['thakali'],Mid (Rs. 301–700)
Pathibhara Mo:Mo: Center and Khaja Ghar,ChIJrcWXM9kY6zkRI2aBlMh7DqM,{'open_now': True},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104566654130321223982"">Raj Babu Paudel</a>'], 'photo_reference': 'AeeoHcKhe6W9OlUatQHDDqx3F6QY-Z5zEnz-w0g69-zveLgjyjc0374GNRXG7JgB7RLOAVk-wffZ0MQ0wENy55wuLSX5m_dsj0o6Jga9M_5qhp20ebBbTzJPbVis5FtJ1lXvCsMNLdO4u5BBT4i9OTpm495WesKqvyx2GOkG8is7k667gy1gNKWXZAsLfA0cmREn1h4blI9R96NopScu7rZcm9k512vZ1fE_fCH3IU6HD2D8M8BesPo2HMoBNuwxHUMLIyvhzlmd4NUgcsfSanrNyE7-bErtIdEkesSG2i1A5O-DB1kfiGgVJ3Sad3M2zJz6dJdZoc5NFVa_8wXLGRvzv7DrYsbuak2EfJWESK5HWixITf-obh1UYuErub5x51TwHuoxJ087pqZlQfRuELubxMoXAoQD9HgYjcbrKnKG1vajAXY0u4o8XMDW_XA49M5eQvl7-AShEgRF54g5Ih5wa1bCsE_sXZMP8oQ5tBd5isDhpHzNBo7Yw7JKr5iiU8TmSbiOi88tiuELnOaMdgK1F_TArqXYZ41JnsojLYd1gFqJ0694geKqc4F5wgZTkwUHjhJW0WtCDXXqqXYIgxGr_ApFzzhHxtiyJopxKhzdnNMpDyEOcD5JlLMFRVjkvDKzOjMd_no9', 'width': 1080}]",4.0,3.0,"{'location': {'lat': 27.7345498, 'lng': 85.31014139999999}, 'viewport': {'northeast': {'lat': 27.7359391802915, 'lng': 85.3114960802915}, 'southwest': {'lat': 27.7332412197085, 'lng': 85.30879811970848}}}",,"['indian', 'coffee', 'momo', 'sekuwa', 'pizza', 'newari', 'noodles']",Mid (Rs. 301–700)
Ambeshwari Khaja Ghar,ChIJg8kfJdkY6zkRb4iXAoTrvX0,{'open_now': False},,,,"{'location': {'lat': 27.735253, 'lng': 85.31048}, 'viewport': {'northeast': {'lat': 27.7366050802915, 'lng': 85.31185893029149}, 'southwest': {'lat': 27.7339071197085, 'lng': 85.30916096970849}}}",,"['pizza', 'newari', 'noodles']",Mid (Rs. 301–700)
सौगात पार्टी प्यालेस ( Saugat Party Palace),ChIJM4tScpQZ6zkRTDLgVLfRlZU,,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114733344842672439496"">Som Tamang</a>'], 'photo_reference': 'AeeoHcLpmd2E3GAtxUEDp_Ii4E-tuz9Yso61ZuAb7fzOsVZ-BWPW0A8cNLVeqqjeddlSYXzJUwciqa8GBuKEw1HrDfJ9jBH1fvU_Ipoio-FxE7bPzh3e69wuoVqlC7D5aLqbafUMxKIYMIxD1AvlgnfVIvWq24zSKPLbzGHYmVHN_KZmCmcmfmr6mr09qX8qFB1z9eBIA1ec_YM7qKUtXMMiWmsfyJW7NE2opvVxiKRc2-R-oqDAmlw4MWLWDoiFc4yC3Yr8ndXN_br_S9A-RBXmBZedGz35kmD2MqCgZLfiBQQtI_v31VilXVilfwUhscjC2sV_TQ8Rxwrj20qQz9RqrlAK6TkJWcCxeBLasiIPwrdC6Bloj1RPUpesMxYeJsWf4sl0wFAmMxhAYJFrS77jgTpyqe0p9kTDd6XWKQIZWkA8Mte6COGQqAEP4XAbMQRVB8K-tkIl_XUMLvtkaO5jwh6SCEg_OpgkwwqJFa5X1ooxwPwtJPq2UioNasI-Wn-YooyIN2ytTPAkIIIvwo3_3cZe9k_HhbRZlZyfZGaZ7Rudb--G_sQkcaDFwYi-lVB0nKSWF7hr1Tqb3lPQiX6sELNemwUTk1gi8qEWYa6owXERIHQGsa2SYZIaK47XPRYzYqqJkZbV', 'width': 4032}]",3.6,35.0,"{'location': {'lat': 27.7354602, 'lng': 85.3097774}, 'viewport': {'northeast': {'lat': 27.7367609302915, 'lng': 85.3111419302915}, 'southwest': {'lat': 27.7340629697085, 'lng': 85.30844396970849}}}",,"['indian', 'coffee', 'thakali', 'momo', 'burger', 'pizza', 'newari', 'noodles']",Mid (Rs. 301–700)
Manakamana restaurant,ChIJ6Vj_JdkY6zkR2JsK0kWBHWo,{'open_now': True},,,,"{'location': {'lat': 27.735083, 'lng': 85.3106969}, 'viewport': {'northeast': {'lat': 27.7364117802915, 'lng': 85.3120428802915}, 'southwest': {'lat': 27.7337138197085, 'lng': 85.3093449197085}}}",,"['indian', 'burger']",Mid (Rs. 301–700)
shrestha cafe and fast food,ChIJha5lQwsb6zkRUSZgObHcho8,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115356274317870640096"">Aarush Timalsina</a>'], 'photo_reference': 'AeeoHcI2OPqxKyA_M2_EWCu6cKbara6OirZR2zSeoJww0VhRDeuoB0dE6hK1L4fT80pJUJuqj2xNxB_yEfBMJyMWFYW_2Y8y1adzvIaPuqVkAHxgED-mwKRdj8hLRGZ8XiXCYsZ_lIJc-GQtYaeLeTYvD73WDOixZ1ATYjlkcowTJdKwn4b2Dvb6npqk4zcMmsv0FooxHtw33WQ_dm-nyeb8oovdSDr5zx77M2aAJD0bTJb9Gw68rKfCMkaEwdcyXO0fdOQt0DCgn9f6e6usBpQ0GYXueuzt6H7wrHJZmLsRM0vOjtjLxGntMNxUnxeMA2xeenYANQLWzBgJ6sHzAyB_zQ6mNgjeYMIRvlxQ1bMZLWZxiIduWbIfUg8xAasJAdZC1P_PYAZ9k6SqqFTSHO5oXdKNwpPor_JXaPZq1OrDLuPU3ROGi7UxKr6KPmRSsZ93MXf-rxHUEq2IX-9AXwxgqmnenQxA1TtI14EpuDYKSoQ_JgEAOCX1DHGCrO8z7JfDkgdJbr7GKPEfoCvhIWroTE4IfT-A7xNzGbq5QotGytKdBjReVD8zNQV9s82AQCuyl-caiMPOtQr7Om6nwuqVYl69MTO0mp30ajSUfxvieqON5ugV_t35Fps39TqfItOZyUhjItRL', 'width': 4032}]",4.1,9.0,"{'location': {'lat': 27.7352363, 'lng': 85.30932589999999}, 'viewport': {'northeast': {'lat': 27.7365714302915, 'lng': 85.3106719802915}, 'southwest': {'lat': 27.7338734697085, 'lng': 85.30797401970848}}}",,['coffee'],Mid (Rs. 301–700)
Siddhartha Restaurant,ChIJffJ2JNkY6zkRTb2tW9rlYBQ,{'open_now': False},,3.3,4.0,"{'location': {'lat': 27.735431, 'lng': 85.3106069}, 'viewport': {'northeast': {'lat': 27.7367803302915, 'lng': 85.31195513029151}, 'southwest': {'lat': 27.7340823697085, 'lng': 85.30925716970849}}}",,"['indian', 'coffee', 'thakali', 'momo', 'sekuwa', 'pizza', 'newari', 'burger']",Mid (Rs. 301–700)
laligurans dohori sanjh,ChIJMQSLI9kY6zkRqqBg7F29MXs,,,,,"{'location': {'lat': 27.7354592, 'lng': 85.31062419999999}, 'viewport': {'northeast': {'lat': 27.7368090302915, 'lng': 85.3119693302915}, 'southwest': {'lat': 27.7341110697085, 'lng': 85.3092713697085}}}",,"['indian', 'coffee', 'thakali', 'momo', 'sekuwa', 'pizza', 'newari', 'burger', 'noodles']",Mid (Rs. 301–700)
Aadhi Behari Food Land,ChIJO_PbWRoZ6zkRIkdjyLYbHFQ,{'open_now': True},"[{'height': 462, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100825528349153513445"">KE RON</a>'], 'photo_reference': 'AeeoHcJXS5zD5gMnjJd8oukE1_Wc93hDdUTNDLYeCQC6eK59eBHm_qH-xV4dn9eNJJd7W-6_UCtGh6LmDtl1yx0N0_IVaf91V7-epHsPmJmJDAW26Az-rYOSiqC6sCwCiiCmttnDjCCquOVQKB-abfz72FewhlCw_rTB6ztjYZ3PGvFEw1rj-wEuNIhPZ9VPr4A8OW73q9C4n5usDJWHZ31jCPshE0dp7lpUVbt4jaU-5LNqFMyT4VttgrwNXEz7Q7rte170ZaTZAvV3eMfrlZUQqt879b_q7Wff6_pkO1XEQPulfvE09F8OOGm3GEfgNHPBVlSQBD0j312mPUl3LvkTFw07ReE4xivagIMrSuzFOr5d0gtgMQZlUPLhmb5LMJux7bTvCiUZXhsGb7bf0wvyKcuml32rMFHp7YvTY-LkZeqGyui-AlEFUjWzDhBP6Ez7ifBil2Y6936iaf7pGW2pTZ3TPrGr4U7Kg-l4y45ci0Kdaj4FCUnGNIQd5v5vjGfM5bOroI2V1xdxmVKJ2cpKiqElLaXY3ePhHUYpty4hbYxHXJHiKZbL0rnv9f5RhQN60CfVdb7fGBVyWpXbwa_TCedvs9mBdLs0-ZFqcaVykpXk5Xkn6KApN7RQl2rPZC1Eqi9vwes_', 'width': 616}]",4.4,7.0,"{'location': {'lat': 27.7353096, 'lng': 85.3092552}, 'viewport': {'northeast': {'lat': 27.7366716802915, 'lng': 85.31060148029151}, 'southwest': {'lat': 27.73397371970849, 'lng': 85.3079035197085}}}",,"['indian', 'coffee', 'thakali', 'momo', 'sekuwa', 'pizza', 'newari', 'noodles']",Mid (Rs. 301–700)
Delicious Mo Mo,ChIJozBVTNkY6zkRH27cyEW5iy0,{'open_now': True},,3.5,2.0,"{'location': {'lat': 27.7344793, 'lng': 85.3092616}, 'viewport': {'northeast': {'lat': 27.7358198302915, 'lng': 85.31057708029151}, 'southwest': {'lat': 27.7331218697085, 'lng': 85.30787911970849}}}",,"['thakali', 'sekuwa', 'noodles', 'burger']",Mid (Rs. 301–700)
Mumtaz HALAL RESTAURANT,ChIJKdRKxbYZ6zkRdHDgEIg-ZiU,{'open_now': True},"[{'height': 2240, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106364607742589823781"">Samim Miya</a>'], 'photo_reference': 'AeeoHcKrLEZXX6VVBQeh4pjn-lSLmnbJ9MPibZTeQd-duN1LeYWfHJ-9qzxJ0kLtTUFnHDDxp-Z6I_4nPoqDfTKro0GYhbwdh36TmQLh6reBkUa4d3w1xvgTh1Y0b81mmZUA8dLD6s1OAhdnW5slzv0aDlrqlMwkMsKPeS_H1SY5658B7akCxV9f9ieeacUAX22XXiA66SlJ-IxV8spfdkItNIyHyvAbpiZaxAJlyKzM77JlPTnHwcqCCndllLTQ4SK2eelFiE359bdv1CZrfzJObUhfG7E_EwU4bOJeDsXgY3McyhsuF9luuYDNcluehlqDfogTluNmuQkLSv4tZJIKKJ8v3PLCvWjuyOWEqjf24VWbF8ijm2KpEDtAaZ-XvDVfIyscxAtODV1q2fxb0IoZfOuNGEUwAA74pdwjmfxxQfabD4UBMZ424dd6-HDJC077sUPLFuwGv02RWyOdgg1pcJfQ5vvBoFmLQOkYyAggt8zrjF9rT-tjwYJYIimmopl0fdkOk5ePlqzlIjwlbZHtwHsBQuP2c8T9-BYcAeWl2O_7g_Hzs_uCo_oMKXD6FPsZqDHQ1psMhg2Xh8gMLMH4z6cjijB70bbOy4Rz91JYo-340HHRWyqGGk7OYTKCiT_BictB2x1R', 'width': 3968}]",4.0,2.0,"{'location': {'lat': 27.7352272, 'lng': 85.31092260000001}, 'viewport': {'northeast': {'lat': 27.7366009802915, 'lng': 85.3121598302915}, 'southwest': {'lat': 27.7339030197085, 'lng': 85.3094618697085}}}",,"['indian', 'coffee', 'thakali', 'momo', 'burger', 'pizza', 'sekuwa', 'newari', 'noodles']",Mid (Rs. 301–700)
Namaste Thakali Chulo(P)Ltd,ChIJowBSVdQZ6zkRy38Uxmdd2tc,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113731802797586285014"">rabin gharti</a>'], 'photo_reference': 'AeeoHcKCTfCWWkPHOiiQAnmsAJE6TVZmhtn2gQCjDWythUmhBwQqILu5ROPvt6Op7LQzasC1_MyxSGNMVARUKrwb2ZIWiYTGO0IstDaCn_k5KbzktlhsNhYTdVY2453z5YfGmyeCyeRGHdV9FtDRLh1XNt0Ltz_Dsoh4RR3V5ThdOoIQfwIj5nzV0W2kkPxUbCrjqoSyXsW0VDI9KvfxkvgI5hsMh4nqYKn_3dVe_Rz0FOoyYYase-ujRyIVO-Rd_YbIPqgkps_AOONQJTfwvsS2oic8fiN8yR1QrjlWRJIeD-IF8fYAzKQbwWpN3o3k_wMbUl5VgYzlRIYaXlWwG1L6MuFiOlPm_NlMt64SCr81ACTGyrfSkhMV8qXKXDXx1RQORt99schip20ga_T-rpNgFH1D5afKJ_DCc2BPZlfwbvbTno6qDGZvcrB1VNgICIAKlJjkub8hsCsEcWwRbzzEwNo3OghFAFwOy40pOdG450fCGRsCeWTZ_e6KGuXjYw8qtUl-yDY_LEwTs3hGLAKS8Ks0TEfT4sl_XFMYQLTdhd_gtWzxlr6xT0rosDH_Z76NmIf9PVRqQGdhMSDU3hBMpUIShmsZvVt1juZA5UOsybnTGRocB-gOhQpNGT0VylZ-', 'width': 1836}]",4.1,7.0,"{'location': {'lat': 27.7341986, 'lng': 85.3096355}, 'viewport': {'northeast': {'lat': 27.7355100802915, 'lng': 85.31081953029151}, 'southwest': {'lat': 27.7328121197085, 'lng': 85.3081215697085}}}",,"['indian', 'thakali', 'momo', 'burger', 'sekuwa', 'newari', 'pizza', 'noodles']",Mid (Rs. 301–700)
Delicious dumplings and emphatic fast-food,ChIJ33kSK9kY6zkRTzkYFWtZ74E,{'open_now': True},"[{'height': 1944, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107309366395099214301"">Aneel Kshetri</a>'], 'photo_reference': 'AeeoHcIqMIAiWHza87qvqAlokvkUMYyzMN-FYo3wuYTOPuTD6X9G2TULPmpXmoxdg_8ztlDG_IJ71R1sZvD9vhEQE-rGoSdtDteSB4VN5tTIs4u-aoi9jXDFZi2pIsdht7B0bcp0jTA_FLjmX6r0LTs4sfTLCvWIzzXk5p_nuGcKy78ENIx2x2h2N-hDUFEay6Mu7O1Xe_8VjyY1NfMnisnRIxJZO6cp70FiHFfYwvh5IqY-vEPvyu--7o43seRDs8XfHnEUVQJnndwofh9xT4Oah8l8Yk8T-6z0hg511cH7QvlyJps4XnB3honxUChR9nXUK9JUEF6wfoW5aysbitehIidMCLciTJL9QNgK-F2vf6MfyWwNbeuEQEDYTPiO_vvSCSMcoHV8BcC02fOzb0ZLM3vTaVEJQvbal6iH0Irsdjs_b5yIlVf_6VJaK6BgAKZuv_3CCSH5eXP3oY587HCO-3uC1dTzU18E6t1A55okE_hsZJXngvzoHckogilR9_azWdgGrGX5JBv2tBS9Ypz4a1sXI8_Kde3YaV8jh2MREdufLleh2662rMyiuLxZbGDc5VnVqCsktBI2zKphsXKGB3Xfz1Jd2g5jjtLCbwi2yQVpIsP-yGXVqZC0sgtxqLJS', 'width': 2592}]",3.5,2.0,"{'location': {'lat': 27.734491, 'lng': 85.310807}, 'viewport': {'northeast': {'lat': 27.7358763802915, 'lng': 85.3121601802915}, 'southwest': {'lat': 27.7331784197085, 'lng': 85.3094622197085}}}",,['newari'],Mid (Rs. 301–700)
Shiddhartha lumbini tanduri bhojanalay Pvt.ltd.,ChIJj4aSDrkZ6zkRVY_OYBYnLZo,,"[{'height': 2128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103086614568605841513"">Shiddhartha lumbini tanduri bhojanalay Pvt.ltd.</a>'], 'photo_reference': 'AeeoHcJDndCo9-0lgT0R83WkFfltHHyV2PjPW5zl5zr02Y0ZCR3UsGH1lsVYvbQIShuQGtcARXMK1BO45U1rTQ7_FeYTkcIn0sJqpKIPbskq3LJjwbS47pW_run86jAuJQTDHZbD01MD_qwQdgWZP2zblLySo8LM28i-fzEEvLYVhQixjcJqaT9ui0Ubk6Rvn0ZbqoUua9WNdgr8ESPE2Xca4ZcTymOY9uNCYgUjo88wgQL2q4OsvHNi2Qj7LdtLEM2qBJ0dSm1PzcaJ7sCg_S-4R8zOjp-GzfSTQ1o97oD1YTNK7mSZ2Fsz_9d4PcfOXEucQrcqVWZar_g', 'width': 4608}]",4.5,8.0,"{'location': {'lat': 27.7350761, 'lng': 85.3110059}, 'viewport': {'northeast': {'lat': 27.7363649302915, 'lng': 85.3123319802915}, 'southwest': {'lat': 27.73366696970849, 'lng': 85.30963401970848}}}",,"['pizza', 'coffee', 'burger']",Mid (Rs. 301–700)
